,sitc4,exporter,value,rca
60263,8959,Areas NES,1958,0.5489456953032567
60336,895X,Areas NES,46,34.15448638806356
60355,8960,Areas NES,8288,0.7425483718790691
60562,8973,Areas NES,10088,0.5949815138102437
60736,8981,Areas NES,3004,3.1251325169114317
60786,8982,Areas NES,5340,2.5682789446756336
60847,8983,Areas NES,10206,0.3487584525451507
60995,898X,Areas NES,362,50.653485257544574
61072,8993,Areas NES,752,0.2907452468101914
61145,8994,Areas NES,238,0.15382248339728744
61196,8996,Areas NES,380,0.04118379172333004
61269,8997,Areas NES,524,0.14596833636138784
61366,8998,Areas NES,1916,0.5178083027880387
61447,8999,Areas NES,670,0.19715437071393893
61536,899X,Areas NES,58,11.071662840667784
61583,89XX,Areas NES,726,123.84582539433073
61641,8XXX,Areas NES,712,85.72735948872358
61918,9310,Areas NES,1821338,16.609898831411908
62079,931A,Areas NES,1488,11.13571744992101
62169,9510,Areas NES,78932,43.238982121721
62303,980,Areas NES,5680,2.08550970004849
62389,9XXX,Areas NES,84,230.43727154820732
1,0011,Argentina,2240,0.07604308990454703
118,0014,Argentina,2294,0.3767146124891381
164,0015,Argentina,24225,1.6948393507693609
237,0111,Argentina,741905,7.518056250878727
309,0112,Argentina,9686,0.6508306991516135
362,0113,Argentina,1097,0.01487452236169814
413,0114,Argentina,33631,0.6773283608350514
477,0115,Argentina,127735,59.577609655438216
503,0116,Argentina,100456,6.682700497118301
551,0118,Argentina,24003,6.38788544133386
689,0141,Argentina,8039,10.678990959587894
721,0142,Argentina,259,0.03356404554418914
774,0149,Argentina,259463,8.261138478750015
862,0223,Argentina,10323,0.3557256385072114
925,0224,Argentina,267221,4.422675298711507
1028,0230,Argentina,15530,0.83558636687551
1093,0240,Argentina,89447,1.3617175969632085
1231,0252,Argentina,226,0.1412643369773532
1295,0341,Argentina,18103,0.34558058254806323
1414,0342,Argentina,294693,3.995054895071585
1543,0343,Argentina,10740,0.924970460116034
1612,0344,Argentina,299773,7.0570676424818455
1711,034A,Argentina,4386,102.18796733646364
1723,034X,Argentina,122,12.965375369702222
1739,0350,Argentina,21584,1.1002369269512031
1843,0360,Argentina,901590,6.102613587828232
1975,0371,Argentina,7322,0.1745982623403215
2058,0372,Argentina,1701,0.058963014637899255
2147,03XX,Argentina,60,6.219439575184887
2168,0411,Argentina,98122,4.144722334623128
2204,0412,Argentina,1435018,18.507563769508018
2261,0421,Argentina,35529,5.751826278195019
2305,0422,Argentina,118237,3.326503629092242
2383,0430,Argentina,10228,0.44771963752780525
2426,0440,Argentina,1887845,30.93250701377955
2519,0452,Argentina,2044,0.9733712682894484
2544,0459,Argentina,114449,18.129248949386298
2588,0460,Argentina,71354,6.6444555884460845
2650,0470,Argentina,11466,5.025887379299425
2702,0481,Argentina,7218,0.5957484290875039
2769,0482,Argentina,81711,8.97271679375392
2805,0483,Argentina,5564,0.3333889872155085
2872,0484,Argentina,46394,0.898638561686664
2966,0488,Argentina,12299,0.47598208809825493
3094,0541,Argentina,4417,0.44775391045089075
3158,0542,Argentina,185906,11.587789718774452
3241,0544,Argentina,371,0.01796047481194715
3310,0545,Argentina,106090,1.6386622082993463
3433,0546,Argentina,89603,2.0333105846244264
3528,0548,Argentina,677,0.09148250204538083
3646,0561,Argentina,8400,1.1138452042132756
3712,0564,Argentina,972,0.33679225982446154
3765,0565,Argentina,28336,0.9254988438481819
3876,0571,Argentina,66244,2.9581505065439435
3937,0572,Argentina,238218,21.896621218931212
3993,0573,Argentina,100,0.002296264486914958
4059,0574,Argentina,113042,6.573698470310154
4117,0575,Argentina,93804,3.8078351190536845
4210,0577,Argentina,5595,0.193283667797659
4314,0579,Argentina,419209,6.679933868381443
4428,057A,Argentina,616,17.661125024864063
4445,057X,Argentina,130,1.153304485788789
4467,0582,Argentina,224,0.2628168168943401
4503,0583,Argentina,5517,1.2883547081511113
4579,0585,Argentina,344535,7.63629557744803
4683,0586,Argentina,4982,0.5544973005721672
4765,0589,Argentina,36182,1.2795297925774676
4888,05AA,Argentina,260,34.21138565171744
4937,0611,Argentina,57739,1.7692886996879627
5018,0612,Argentina,41159,1.40786039540076
5093,0615,Argentina,284,0.08302572455599744
5162,0616,Argentina,155837,55.655880144991116
5215,0619,Argentina,20339,1.9263508598387733
5288,0620,Argentina,126410,4.7075460703723735
5404,0711,Argentina,1062,0.014882273250248447
5510,0712,Argentina,1405,0.09894647472139945
5611,0721,Argentina,940,0.0584064872536475
5776,0730,Argentina,104230,2.358131776387858
5868,0741,Argentina,84585,4.84975053840144
5951,0742,Argentina,39146,131.72180823243085
5962,0751,Argentina,117,0.012810168250518335
6035,0752,Argentina,544,0.06123852802938875
6179,0811,Argentina,56851,5.332445886024846
6238,0812,Argentina,21255,7.738906530902675
6308,0813,Argentina,4336729,80.51987856225
6399,0814,Argentina,39608,2.163241304956885
6470,0819,Argentina,36713,0.6351428178135591
6556,081A,Argentina,10016,170.4818841018285
6584,0913,Argentina,1770,1.6051194726924691
6611,0914,Argentina,67833,7.216344527294318
6680,0980,Argentina,95066,0.8990568150877958
6827,0XXX,Argentina,126,1.7793049174386926
6886,11,Argentina,2240,0.9049340790470728
6924,111,Argentina,317543,18.47490274643686
6970,1110,Argentina,38320,0.9401061374623113
7061,112,Argentina,138,0.036078034607282074
7089,1121,Argentina,341192,3.1099854706926355
7162,1122,Argentina,7670,2.6722444115413295
7200,1123,Argentina,7032,0.1700849644313437
7285,1124,Argentina,13034,0.1462066636190052
7399,113,Argentina,1097,0.08314526269359156
7437,114,Argentina,1405,0.17197296152681937
7478,115,Argentina,28131,47.977616788591085
7497,116,Argentina,17336,8.043323439857698
7533,118,Argentina,11539,7.720422695574965
7640,1211,Argentina,37858,3.298878034455154
7724,1212,Argentina,225868,5.6711598096716305
7801,1213,Argentina,10536,7.160654813160487
7856,121X,Argentina,114,23.959293730084017
7912,1222,Argentina,35646,0.38766676067127476
8003,1223,Argentina,10048,0.8483661837953719
8111,14,Argentina,2294,1.8628050139694967
8141,141,Argentina,2137,12.240331257215082
8164,142,Argentina,259,0.14900801697323673
8199,149,Argentina,26207,5.401151277388969
8246,15,Argentina,1737,1.0904715548519972
8303,2111,Argentina,4804,0.15237963620253583
8406,2112,Argentina,520,0.21483470904146915
8475,2114,Argentina,446,2.055571651145692
8516,2116,Argentina,1704,0.48384362159823235
8621,2119,Argentina,1966,0.7673362337861677
8690,2120,Argentina,4256,0.4920851108110651
8736,2221,Argentina,374588,47.98782502526254
8785,2222,Argentina,1821498,21.77410209001594
8838,2223,Argentina,11504,5.884319748965542
8869,2224,Argentina,142906,19.063989465745397
8971,2226,Argentina,5746,0.3099772635838975
9021,223,Argentina,10323,1.7985098466076013
9100,2234,Argentina,340,0.21208026313283704
9178,2239,Argentina,2404,1.6332654138908504
9229,224,Argentina,244043,20.063951669452802
9297,230,Argentina,11174,2.598366227265272
9340,2320,Argentina,616,0.015562993110930934
9412,2331,Argentina,62662,1.031435857690181
9569,240,Argentina,37627,2.4418862506982437
9637,2450,Argentina,27306,10.000960020292037
9704,2460,Argentina,25628,1.123518512789437
9762,2471,Argentina,1480,0.038572835203383685
9854,2472,Argentina,13480,0.35672148236455137
10002,2482,Argentina,37574,0.2417730502538329
10105,2483,Argentina,13664,0.17712191111445338
10296,2511,Argentina,1242,0.03940214639704458
10437,2517,Argentina,290470,1.8778278465683602
10496,2518,Argentina,6068,0.6742915383541851
10679,2631,Argentina,116338,2.091797609215986
10781,2632,Argentina,764,0.7014976115827238
10819,2633,Argentina,3794,1.931826353996585
11054,2665,Argentina,21464,0.5848722870852296
11118,2666,Argentina,6566,0.9574036157091229
11167,2667,Argentina,5176,2.0335018749977434
11276,2672,Argentina,1248,0.8279250491514374
11338,2681,Argentina,83012,6.0754789810441725
11396,2682,Argentina,33596,5.073387730473906
11451,2683,Argentina,4470,0.7908799801749783
11485,2685,Argentina,646,2.3113566980391456
11511,2686,Argentina,5040,5.599006385215162
11551,2687,Argentina,11278,4.547515460395973
11588,268X,Argentina,140,40.9956025075736
11691,2711,Argentina,228,0.22388802112051875
11808,2731,Argentina,10128,0.620412320997146
11888,2732,Argentina,1644,0.2565710892196606
12255,2782,Argentina,20848,0.6664046657326069
12334,2783,Argentina,3024,0.28011469235734054
12429,2785,Argentina,6806,1.136786399368104
12539,2789,Argentina,45430,2.2752271365920467
12780,2820,Argentina,11066,0.1590502616649194
12915,2871,Argentina,628546,12.32195778353973
13062,2874,Argentina,4606,0.8851813774044943
13200,2879,Argentina,242,0.011138138266791496
13296,2881,Argentina,1458,0.08674871088975877
13384,2882,Argentina,37496,0.5313526607774032
13537,2890,Argentina,9718,0.3008420122348202
13643,2911,Argentina,1586,0.5878825954758947
13720,2919,Argentina,73326,2.3637763727561505
13830,2922,Argentina,930,0.4257468974716321
13890,2923,Argentina,668,0.5056653048363997
13929,2924,Argentina,6942,0.7270934047014898
14036,2925,Argentina,12130,0.6052941060255674
14119,2926,Argentina,2956,0.0892137705083609
14293,2929,Argentina,2024,0.08752758329824412
14435,2XXX,Argentina,160,2.411420988913946
14663,3232,Argentina,7024,0.35772587017128965
14730,3330,Argentina,6113420,1.5623249892072244
14829,3341,Argentina,1516194,3.715838869371653
14936,3342,Argentina,79924,0.5204498288132646
15029,3343,Argentina,614582,2.461749827158705
15120,3344,Argentina,151496,0.4864389396330802
15223,3345,Argentina,135892,0.9389144136693057
15400,3351,Argentina,24332,2.3888177826249177
15456,3352,Argentina,3636,0.12528928608962772
15563,3354,Argentina,135762,3.719383388968
15688,341,Argentina,7181,0.8138783508319817
15770,3413,Argentina,557356,1.5538293755813746
15858,3414,Argentina,498808,1.5086288934136018
15924,342,Argentina,33761,4.179012121053479
16021,343,Argentina,636,0.3975271196120938
16067,344,Argentina,66631,10.836382977282067
16137,350,Argentina,580,0.20055653938874152
16208,3510,Argentina,118154,1.810137594883889
16266,360,Argentina,154250,15.434117051174608
16371,371,Argentina,3124,0.5270787923497485
16445,372,Argentina,109,0.038724679863743505
16516,411,Argentina,63342,23.197239154350797
16573,4113,Argentina,26922,3.258068082096952
16629,412,Argentina,996142,41.05960643713803
16666,421,Argentina,28753,16.485064627662354
16701,422,Argentina,36269,6.216243347893574
16741,4232,Argentina,1444966,80.20345402842659
16816,4234,Argentina,106108,61.177548842450925
16843,4235,Argentina,48632,2.5772194337504963
16883,4236,Argentina,690048,60.49597519071626
16989,4241,Argentina,7864,8.109412899636744
17014,4242,Argentina,644,0.02260009165885988
17173,4249,Argentina,36614,5.492333006840022
17260,430,Argentina,10228,6.9908788532674535
17282,4311,Argentina,2412,0.9855024551680914
17329,4312,Argentina,6592,0.6597107159270906
17389,4313,Argentina,36626,3.490026404605389
17453,4314,Argentina,2544,3.260939223926378
17502,440,Argentina,430935,31.254419526124455
17573,452,Argentina,2044,8.091074712265486
17592,459,Argentina,56397,21.415212760428055
17618,460,Argentina,70586,48.1818942318508
17663,470,Argentina,1748,4.911136555573902
17699,481,Argentina,6842,1.9679837657339405
17752,482,Argentina,81711,35.743600618600844
17775,483,Argentina,5564,1.6792034412364394
17823,484,Argentina,31786,2.6958136109434374
17894,488,Argentina,10643,2.062477370674108
17966,5111,Argentina,11668,0.20507538376359652
18041,5112,Argentina,98188,0.8847701672660452
18115,5113,Argentina,43948,1.0267468984593981
18168,5114,Argentina,2460,0.5451799004008807
18255,5121,Argentina,115966,1.0472347182606936
18354,5122,Argentina,592,0.10982382999133865
18395,5123,Argentina,1104,0.04279254394005302
18468,5137,Argentina,27096,0.36740642363698034
18531,5138,Argentina,26764,0.4766238627649171
18595,5139,Argentina,64334,1.6248257578900256
18686,5145,Argentina,24964,0.6571304188866635
18744,5146,Argentina,17920,0.3757081984042393
18805,5147,Argentina,8612,0.24801756146061713
18865,5148,Argentina,111564,0.4872731322054019
18982,5154,Argentina,1032,0.03285837985641804
19036,5155,Argentina,8294,0.339068525620783
19080,5156,Argentina,48462,0.23018977130118454
19154,5157,Argentina,524,0.03156734404159795
19225,5161,Argentina,3988,0.06962668941105911
19288,5162,Argentina,12708,0.38634372489347946
19346,5163,Argentina,7214,0.9030420187342718
19389,5169,Argentina,68292,3.2032160736688065
19527,5221,Argentina,50252,1.356117850360132
19615,5222,Argentina,14718,0.5269753487696944
19697,5223,Argentina,13476,4.2082630720235255
19726,5224,Argentina,8102,0.3368089379915777
19787,5225,Argentina,59072,1.1914648962074534
19916,5231,Argentina,81230,2.7006099594239896
19993,5232,Argentina,40954,0.8424908887295708
20073,5233,Argentina,16684,0.5536465387327764
20124,5239,Argentina,17764,1.2836378882121846
20219,5241,Argentina,7518,0.1338653122302721
20259,5249,Argentina,642,0.12733584355467675
20327,5311,Argentina,46820,0.6517868695130932
20399,5312,Argentina,3862,0.4948216715225714
20471,5322,Argentina,100312,23.22182251609033
20530,5323,Argentina,20204,5.559271223855967
20585,5331,Argentina,27566,0.5312693664140401
20651,5332,Argentina,6414,0.20192926074145245
20707,5334,Argentina,26488,0.35364265354422514
20792,5335,Argentina,26530,0.6763374573344478
20920,541,Argentina,4417,2.797522232252743
20957,5411,Argentina,2472,0.08959451120487005
21008,5413,Argentina,1820,0.030243516380828835
21072,5414,Argentina,452,0.04108725775893351
21121,5415,Argentina,31854,0.9376509671981023
21166,5416,Argentina,109160,1.124487214416444
21247,5417,Argentina,483154,0.753310843957227
21358,5419,Argentina,18588,0.390864210695621
21487,542,Argentina,50946,17.609390449028915
21545,544,Argentina,371,0.070182746028196
21586,545,Argentina,70854,4.700302703247759
21675,546,Argentina,89073,10.53519395268449
21737,548,Argentina,677,0.8799265511856557
21794,5513,Argentina,109210,9.635413448889347
21883,5514,Argentina,66784,1.2814584876907131
21972,5530,Argentina,203086,1.0892370108435492
22093,5541,Argentina,31758,1.841460224217213
22177,5542,Argentina,57304,0.7362359071820687
22261,5543,Argentina,14772,2.061797608277429
22380,561,Argentina,5722,4.079974926576715
22439,5621,Argentina,230,0.00463553096423622
22620,5629,Argentina,1674,0.03555724915776164
22712,564,Argentina,972,1.4105832649211847
22745,565,Argentina,27112,4.61759843644149
22819,571,Argentina,8142,1.3915820093630284
22865,572,Argentina,34326,21.680104828054823
22900,5721,Argentina,10166,2.7969557370740974
23037,573,Argentina,100,0.015506321833421903
23086,574,Argentina,44736,10.15729371076246
23123,575,Argentina,27846,6.0531045287733045
23175,577,Argentina,225,0.038382377265630596
23249,579,Argentina,111335,8.084268870566111
23334,582,Argentina,224,1.056826922436996
23357,5821,Argentina,17160,2.353845283608281
23403,5822,Argentina,1064,0.10687273766248269
23461,5823,Argentina,167092,1.227040942019839
23546,5824,Argentina,34936,0.886034051283848
23606,5825,Argentina,3656,0.20138609146176234
23668,5826,Argentina,1686,0.07269423205975824
23724,5827,Argentina,4998,0.22308059957138132
23774,5829,Argentina,27070,0.7402420708963952
23869,583,Argentina,3731,3.480041710182187
23918,5831,Argentina,134240,0.79921118789705
24017,5832,Argentina,137110,1.6364078053888838
24100,5833,Argentina,85448,0.7956288551478321
24166,5834,Argentina,132896,1.359675095414522
24271,5836,Argentina,17764,0.37590637121779175
24333,5837,Argentina,934,0.14483502343614563
24423,5839,Argentina,52000,0.2573354851183312
24658,5849,Argentina,16564,1.2123820248794073
24732,585,Argentina,15181,1.632989637866792
24818,5852,Argentina,11912,2.015168170324673
24871,586,Argentina,3578,1.4665107164726596
24935,589,Argentina,15490,2.343028807260705
25047,5911,Argentina,79078,4.185873813425766
25128,5912,Argentina,7848,0.33505978850408213
25197,5913,Argentina,108884,3.2108503956750725
25269,5914,Argentina,11744,1.454096585554625
25364,5921,Argentina,16748,1.626050190588812
25424,5922,Argentina,122074,1.7673971511349147
25525,5981,Argentina,31854,3.5198343933409615
25582,5982,Argentina,14236,0.4171980696713519
25645,5983,Argentina,1118,0.06795990684169083
25701,5989,Argentina,114322,0.3583432632509315
25929,611,Argentina,2003,0.5280841919830516
25976,6112,Argentina,6228,4.494360151711703
26016,6113,Argentina,35246,5.030959871923794
26093,6114,Argentina,1521392,17.156994904243096
26201,6115,Argentina,618,0.05006159481117068
26280,6116,Argentina,15768,1.454604085168583
26370,6118,Argentina,1908,0.5440978380715926
26443,612,Argentina,19917,4.569147598467947
26496,6121,Argentina,4,0.02296564422157795
26526,6122,Argentina,23614,6.499680168070006
26580,6123,Argentina,16594,0.44186663819373084
26663,6129,Argentina,19582,2.874930053583527
26736,6130,Argentina,33706,3.7558936522170945
26800,615,Argentina,284,0.49440799824100967
26847,616,Argentina,32221,47.57068598903646
26887,619,Argentina,19347,5.838739404862513
26954,620,Argentina,35226,6.97447362808258
27025,6210,Argentina,30716,0.4810765278848662
27109,6251,Argentina,170336,1.6919174096468932
27189,6252,Argentina,52320,0.8247256867989212
27332,6259,Argentina,12850,0.36741714917660767
27451,6281,Argentina,1802,0.4698229109901593
27502,6282,Argentina,10564,0.5719595576706096
27560,6289,Argentina,12958,0.16030925344312594
27712,6330,Argentina,676,0.06979565838354218
27761,6341,Argentina,3790,0.17385501366150796
27848,6342,Argentina,4804,0.0781471451105752
27941,6343,Argentina,46312,1.335808774936507
28096,6351,Argentina,906,0.07873140852777069
28203,6353,Argentina,5850,0.0846328074500675
28406,6359,Argentina,3134,0.11139727282949904
28597,6412,Argentina,12258,0.07261714168255733
28676,6413,Argentina,12884,0.19653572659880197
28750,6415,Argentina,37282,0.24874026137363925
28845,6416,Argentina,42370,1.5038588042733814
28913,6417,Argentina,5606,0.3034456053706055
28986,6418,Argentina,38748,0.3298904823606657
29061,6419,Argentina,1726,0.1362279729836697
29163,6421,Argentina,48108,0.6853242324448536
29261,6422,Argentina,596,0.10840977324093705
29317,6423,Argentina,2702,0.1251291669999166
29393,6424,Argentina,8808,0.331669995149999
29467,6428,Argentina,150412,1.7970198497846113
29646,6512,Argentina,129666,4.062692205763912
29720,6513,Argentina,23612,0.38270120539087743
29821,6514,Argentina,260342,2.228708888500244
29949,6516,Argentina,6240,0.19408342025182654
30023,6517,Argentina,4408,0.2429173175232754
30209,6521,Argentina,4310,0.14178434603289491
30306,6522,Argentina,22140,0.16788983267708807
30439,6531,Argentina,13292,0.11435946157591836
30533,6532,Argentina,2284,0.11183565721864322
30600,6534,Argentina,2732,0.05266915641888642
30686,6535,Argentina,16098,1.019624756902212
